,timestamp,value,price,value_classification
447,1559174400000                                     ,73,8650.677734375,Greed                                             
448,1559260800000                                     ,61,8310.890625,Greed                                             
449,1559347200000                                     ,62,8575.646484375,Greed                                             
450,1559433600000                                     ,63,8554.26171875,Greed                                             
451,1559520000000                                     ,66,8743.705078125,Greed                                             
452,1559606400000                                     ,42,8173.6328125,Fear                                              
453,1559692800000                                     ,27,7683.63623046875,Fear                                              
454,1559779200000                                     ,34,7812.44873046875,Fear                                              
455,1559865600000                                     ,27,7821.1240234375,Fear                                              
456,1559952000000                                     ,62,8036.1083984375,Greed                                             
457,1560038400000                                     ,62,7942.5390625,Greed                                             
458,1560124800000                                     ,46,7668.02978515625,Fear                                              
459,1560211200000                                     ,61,8002.72998046875,Greed                                             
460,1560297600000                                     ,60,7897.9755859375,Greed                                             
