,timestamp,value,price,value_classification
267,1547596800000                                     ,24,3567.80126953125,Extreme Fear                                      
268,1547683200000                                     ,28,3597.647216796875,Fear                                              
269,1547769600000                                     ,29,3620.981201171875,Fear                                              
270,1547856000000                                     ,31,3597.793212890625,Fear                                              
271,1547942400000                                     ,35,3674.587158203125,Fear                                              
272,1548028800000                                     ,30,3539.16748046875,Fear                                              
273,1548115200000                                     ,27,3531.004150390625,Fear                                              
274,1548201600000                                     ,33,3571.266845703125,Fear                                              
275,1548288000000                                     ,37,3555.699951171875,Fear                                              
276,1548374400000                                     ,35,3565.64208984375,Fear                                              
277,1548460800000                                     ,41,3564.822509765625,Fear                                              
278,1548547200000                                     ,39,3563.614501953125,Fear                                              
279,1548633600000                                     ,35,3553.12158203125,Fear                                              
280,1548720000000                                     ,21,3432.215576171875,Extreme Fear                                      
281,1548806400000                                     ,22,3413.37548828125,Extreme Fear                                      
282,1548892800000                                     ,17,3457.882568359375,Extreme Fear                                      
283,1548979200000                                     ,23,3431.943603515625,Extreme Fear                                      
284,1549065600000                                     ,22,3464.490234375,Extreme Fear                                      
285,1549152000000                                     ,19,3486.58154296875,Extreme Fear                                      
286,1549238400000                                     ,27,3454.02587890625,Fear                                              
287,1549324800000                                     ,21,3464.00341796875,Extreme Fear                                      
288,1549411200000                                     ,14,3469.894775390625,Extreme Fear                                      
289,1549497600000                                     ,18,3405.8369140625,Extreme Fear                                      
290,1549584000000                                     ,37,3394.0146484375,Fear                                              
291,1549670400000                                     ,42,3664.281982421875,Fear                                              
292,1549756800000                                     ,40,3667.408203125,Fear                                              
293,1549843200000                                     ,46,3675.691650390625,Fear                                              
294,1549929600000                                     ,38,3631.444580078125,Fear                                              
295,1550016000000                                     ,48,3633.965087890625,Neutral                                           
296,1550102400000                                     ,48,3610.062255859375,Neutral                                           
297,1550188800000                                     ,43,3589.661865234375,Fear                                              
298,1550275200000                                     ,43,3601.229248046875,Fear                                              
299,1550361600000                                     ,38,3622.591552734375,Fear                                              
300,1550448000000                                     ,63,3665.075439453125,Greed                                             
301,1550534400000                                     ,65,3886.520263671875,Greed                                             
302,1550620800000                                     ,59,3915.010009765625,Greed                                             
303,1550707200000                                     ,59,3976.808837890625,Greed                                             
304,1550793600000                                     ,61,3934.8134765625,Greed                                             
305,1550880000000                                     ,63,3973.641357421875,Greed                                             
306,1550966400000                                     ,69,4115.337890625,Greed                                             
307,1551052800000                                     ,47,3742.868896484375,Neutral                                           
308,1551139200000                                     ,40,3824.68359375,Fear                                              
309,1551225600000                                     ,39,3809.209716796875,Fear                                              
310,1551312000000                                     ,39,3813.3779296875,Fear                                              
311,1551398400000                                     ,42,3815.607666015625,Fear                                              
312,1551484800000                                     ,41,3815.75390625,Fear                                              
313,1551571200000                                     ,44,3819.645751953125,Fear                                              
314,1551657600000                                     ,36,3806.954345703125,Fear                                              
315,1551744000000                                     ,35,3712.8125,Fear                                              
316,1551830400000                                     ,42,3852.461669921875,Fear                                              
317,1551916800000                                     ,56,3860.5107421875,Greed                                             
318,1552003200000                                     ,54,3871.63720703125,Neutral                                           
319,1552089600000                                     ,55,3861.87939453125,Greed                                             
320,1552176000000                                     ,55,3941.600830078125,Greed                                             
321,1552262400000                                     ,56,3923.559814453125,Greed                                             
322,1552348800000                                     ,56,3860.359130859375,Greed                                             
323,1552435200000                                     ,54,3876.48095703125,Neutral                                           
324,1552521600000                                     ,55,3865.81787109375,Greed                                             
325,1552608000000                                     ,55,3876.69873046875,Greed                                             
326,1552694400000                                     ,54,3925.460693359375,Neutral                                           
327,1552780800000                                     ,58,4007.70947265625,Greed                                             
328,1552867200000                                     ,56,3980.989990234375,Greed                                             
329,1552953600000                                     ,56,3986.706787109375,Greed                                             
330,1553040000000                                     ,55,4013.576904296875,Greed                                             
331,1553126400000                                     ,62,4045.57275390625,Greed                                             
332,1553212800000                                     ,56,3983.31787109375,Greed                                             
333,1553299200000                                     ,50,3989.158447265625,Neutral                                           
334,1553385600000                                     ,44,4008.9453125,Fear                                              
335,1553472000000                                     ,46,3993.39501953125,Fear                                              
336,1553558400000                                     ,43,3927.577392578125,Fear                                              
337,1553644800000                                     ,44,3938.65966796875,Fear                                              
338,1553731200000                                     ,49,4036.160888671875,Neutral                                           
339,1553817600000                                     ,50,4028.391357421875,Neutral                                           
340,1553904000000                                     ,57,4103.32275390625,Greed                                             
341,1553990400000                                     ,56,4103.8564453125,Greed                                             
342,1554076800000                                     ,62,4103.52197265625,Greed                                             
343,1554163200000                                     ,60,4146.32177734375,Greed                                             
344,1554249600000                                     ,71,4862.23046875,Greed                                             
345,1554336000000                                     ,61,4955.83203125,Greed                                             
346,1554422400000                                     ,59,4899.021484375,Greed                                             
347,1554508800000                                     ,65,5014.9560546875,Greed                                             
348,1554595200000                                     ,69,5041.869140625,Greed                                             
349,1554681600000                                     ,65,5176.97802734375,Greed                                             
350,1554768000000                                     ,64,5266.89501953125,Greed                                             
351,1554854400000                                     ,62,5172.17529296875,Greed                                             
352,1554940800000                                     ,65,5308.90576171875,Greed                                             
353,1555027200000                                     ,42,5047.79296875,Fear                                              
354,1555113600000                                     ,62,5082.46533203125,Greed                                             
355,1555200000000                                     ,51,5072.9873046875,Neutral                                           
356,1555286400000                                     ,60,5149.314453125,Greed                                             
357,1555372800000                                     ,50,5039.880859375,Neutral                                           
358,1555459200000                                     ,61,5213.59814453125,Greed                                             
359,1555545600000                                     ,64,5218.95703125,Greed                                             
360,1555632000000                                     ,61,5274.76708984375,Greed                                             
361,1555718400000                                     ,62,5280.3544921875,Greed                                             
362,1555804800000                                     ,62,5307.68896484375,Greed                                             
363,1555891200000                                     ,61,5311.1650390625,Greed                                             
364,1555977600000                                     ,68,5380.935546875,Greed                                             
365,1556064000000                                     ,65,5557.92578125,Greed                                             
366,1556150400000                                     ,58,5452.1015625,Greed                                             
367,1556236800000                                     ,41,5203.08837890625,Fear                                              
368,1556323200000                                     ,42,5295.84716796875,Fear                                              
369,1556409600000                                     ,40,5256.97802734375,Fear                                              
370,1556496000000                                     ,42,5257.80322265625,Fear                                              
371,1556582400000                                     ,42,5199.7548828125,Fear                                              
372,1556668800000                                     ,51,5292.80419921875,Neutral                                           
373,1556755200000                                     ,50,5354.5869140625,Neutral                                           
374,1556841600000                                     ,63,5450.70654296875,Greed                                             
375,1556928000000                                     ,66,5731.4931640625,Greed                                             
376,1557014400000                                     ,67,5803.943359375,Greed                                             
377,1557100800000                                     ,57,5749.32373046875,Greed                                             
378,1557187200000                                     ,69,5715.75732421875,Greed                                             
379,1557273600000                                     ,63,5841.0537109375,Greed                                             
380,1557360000000                                     ,69,5957.85693359375,Greed                                             
381,1557446400000                                     ,71,6168.26904296875,Greed                                             
382,1557532800000                                     ,76,6370.23388671875,Extreme Greed                                     
383,1557619200000                                     ,75,7258.26123046875,Greed                                             
384,1557705600000                                     ,78,6953.75146484375,Extreme Greed                                     
385,1557792000000                                     ,78,7805.9814453125,Extreme Greed                                     
386,1557878400000                                     ,77,7990.0556640625,Extreme Greed                                     
387,1557964800000                                     ,75,8192.22265625,Greed                                             
388,1558051200000                                     ,65,7875.9130859375,Greed                                             
389,1558137600000                                     ,67,7343.37158203125,Greed                                             
390,1558224000000                                     ,70,7300.6552734375,Greed                                             
391,1558310400000                                     ,73,8168.73046875,Greed                                             
392,1558396800000                                     ,68,7976.8515625,Greed                                             
393,1558483200000                                     ,69,7958.36572265625,Greed                                             
394,1558569600000                                     ,65,7665.796875,Greed                                             
395,1558656000000                                     ,64,7861.81298828125,Greed                                             
396,1558742400000                                     ,69,7977.2451171875,Greed                                             
397,1558828800000                                     ,67,8037.62744140625,Greed                                             
398,1558915200000                                     ,70,8631.0810546875,Greed                                             
399,1559001600000                                     ,71,8816.0341796875,Greed                                             
400,1559088000000                                     ,71,8726.978515625,Greed                                             
401,1559174400000                                     ,73,8650.677734375,Greed                                             
402,1559260800000                                     ,61,8310.890625,Greed                                             
403,1559347200000                                     ,62,8575.646484375,Greed                                             
404,1559433600000                                     ,63,8554.26171875,Greed                                             
405,1559520000000                                     ,66,8743.705078125,Greed                                             
406,1559606400000                                     ,42,8173.6328125,Fear                                              
407,1559692800000                                     ,27,7683.63623046875,Fear                                              
408,1559779200000                                     ,34,7812.44873046875,Fear                                              
409,1559865600000                                     ,27,7821.1240234375,Fear                                              
410,1559952000000                                     ,62,8036.1083984375,Greed                                             
411,1560038400000                                     ,62,7942.5390625,Greed                                             
412,1560124800000                                     ,46,7668.02978515625,Fear                                              
413,1560211200000                                     ,61,8002.72998046875,Greed                                             
414,1560297600000                                     ,60,7897.9755859375,Greed                                             
415,1560384000000                                     ,63,8145.05908203125,Greed                                             
416,1560470400000                                     ,67,8227.6259765625,Greed                                             
417,1560556800000                                     ,75,8671.505859375,Greed                                             
418,1560643200000                                     ,80,8818.609375,Extreme Greed                                     
419,1560729600000                                     ,84,8978.7724609375,Extreme Greed                                     
420,1560816000000                                     ,83,9312.8681640625,Extreme Greed                                     
421,1560902400000                                     ,82,9094.021484375,Extreme Greed                                     
422,1560988800000                                     ,81,9285.9287109375,Extreme Greed                                     
423,1561075200000                                     ,84,9548.314453125,Extreme Greed                                     
424,1561161600000                                     ,83,10118.359375,Extreme Greed                                     
425,1561248000000                                     ,84,10704.921875,Extreme Greed                                     
426,1561334400000                                     ,80,10846.125,Extreme Greed                                     
427,1561420800000                                     ,87,11045.55078125,Extreme Greed                                     
428,1561507200000                                     ,95,11808.419921875,Extreme Greed                                     
429,1561593600000                                     ,92,12996.1240234375,Extreme Greed                                     
430,1561680000000                                     ,62,11178.6826171875,Greed                                             
431,1561766400000                                     ,74,12352.197265625,Greed                                             
432,1561852800000                                     ,78,11972.5556640625,Extreme Greed                                     
433,1561939200000                                     ,65,10888.09765625,Greed                                             
434,1562025600000                                     ,63,10639.0458984375,Greed                                             
435,1562112000000                                     ,79,10822.7646484375,Extreme Greed                                     
436,1562198400000                                     ,76,11975.6376953125,Extreme Greed                                     
437,1562284800000                                     ,67,11229.60546875,Greed                                             
438,1562371200000                                     ,72,10987.2490234375,Greed                                             
439,1562457600000                                     ,67,11279.4765625,Greed                                             
440,1562544000000                                     ,74,11436.4306640625,Greed                                             
441,1562630400000                                     ,84,12260.2822265625,Extreme Greed                                     
442,1562716800000                                     ,83,12544.1669921875,Extreme Greed                                     
443,1562803200000                                     ,62,12166.3984375,Greed                                             
444,1562889600000                                     ,33,11385.060546875,Fear                                              
445,1562976000000                                     ,65,11804.5625,Greed                                             
446,1563062400000                                     ,61,11418.51171875,Greed                                             
447,1563148800000                                     ,16,10285.4609375,Extreme Fear                                      
448,1563235200000                                     ,34,10911.3447265625,Fear                                              
449,1563321600000                                     ,19,9538.8271484375,Extreme Fear                                      
450,1563408000000                                     ,40,9657.302734375,Fear                                              
451,1563494400000                                     ,42,10636.1552734375,Fear                                              
452,1563580800000                                     ,34,10536.5654296875,Fear                                              
453,1563667200000                                     ,42,10774.28125,Fear                                              
454,1563753600000                                     ,42,10607.4638671875,Fear                                              
455,1563840000000                                     ,40,10343.318359375,Fear                                              
456,1563926400000                                     ,20,9936.380859375,Extreme Fear                                      
457,1564012800000                                     ,42,9799.306640625,Fear                                              
458,1564099200000                                     ,24,9878.2314453125,Extreme Fear                                      
459,1564185600000                                     ,47,9845.9990234375,Neutral                                           
460,1564272000000                                     ,16,9447.6787109375,Extreme Fear                                      
461,1564358400000                                     ,19,9534.755859375,Extreme Fear                                      
